$state_name=Virginia
$city_name=Charlottesville
$lat_deg=38.090
$long_deg=-78.460
$elevation=148
$timezone_offset=-75.0
temperature,humidity,solar_direct,solar_diffuse,pressure,wind_speed
9:18:23:0:0,68.900,98.773,0.000,0.000,990.000,0.224
9:19:0:0:0,66.920,100.000,0.000,0.000,991.000,0.224
9:19:1:0:0,65.840,100.000,0.000,0.000,992.000,0.224
9:19:2:0:0,64.760,100.000,0.000,0.000,992.000,0.447
9:19:3:0:0,63.500,100.000,0.000,0.000,993.000,0.447
9:19:4:0:0,61.520,100.000,0.000,0.000,994.000,0.447
9:19:5:0:0,59.180,98.722,0.000,0.000,995.000,0.447
9:19:6:0:0,57.380,93.703,0.000,0.000,996.000,0.447
9:19:7:0:0,56.480,90.058,0.000,0.000,996.000,0.447
9:19:8:0:0,55.760,86.522,0.000,0.000,997.000,0.224
9:19:9:0:0,54.860,84.759,0.000,0.000,997.000,0.224
9:19:10:0:0,54.320,84.726,0.000,0.000,998.000,0.224
9:19:11:0:0,55.760,80.404,5.203,2.880,999.000,0.447
9:19:12:0:0,59.360,70.640,57.507,6.317,1000.000,0.671
9:19:13:0:0,62.960,57.752,36.511,15.608,1001.000,0.671
9:19:14:0:0,65.840,48.802,54.720,16.444,1001.000,0.447
9:19:15:0:0,68.180,44.101,84.820,8.919,1001.000,0.447
9:19:16:0:0,69.980,41.183,86.957,9.012,1001.000,0.224
9:19:17:0:0,71.420,39.215,47.381,26.942,1001.000,0.224
9:19:18:0:0,71.960,38.505,85.935,8.547,1001.000,0.224
9:19:19:0:0,71.600,38.977,83.055,8.083,1001.000,0.224
9:19:20:0:0,70.700,40.738,77.295,7.154,1001.000,0.224
9:19:21:0:0,68.540,46.309,66.890,5.853,1002.000,0.224
9:19:22:0:0,63.320,63.068,43.664,3.530,1002.000,0.895
9:19:23:0:0,59.720,73.564,0.000,0.000,1002.000,1.118
9:20:0:0:0,55.760,80.404,0.000,0.000,1003.000,0.447
9:20:1:0:0,54.320,81.382,0.000,0.000,1003.000,0.447
9:20:2:0:0,53.240,82.966,0.000,0.000,1003.000,0.447
9:20:3:0:0,52.160,85.166,0.000,0.000,1003.000,0.671
9:20:4:0:0,51.440,86.283,0.000,0.000,1003.000,0.895
9:20:5:0:0,51.260,85.112,0.000,0.000,1003.000,1.118
9:20:6:0:0,51.440,82.843,0.000,0.000,1003.000,1.118
9:20:7:0:0,51.440,81.169,0.000,0.000,1003.000,1.118
9:20:8:0:0,51.080,81.698,0.000,0.000,1003.000,1.118
9:20:9:0:0,50.720,82.231,0.000,0.000,1003.000,1.118
9:20:10:0:0,50.900,81.129,0.000,0.000,1003.000,1.118
9:20:11:0:0,53.420,77.026,30.101,2.694,1004.000,0.671
9:20:12:0:0,58.640,67.314,60.015,5.760,1004.000,0.447
9:20:13:0:0,63.860,57.101,72.279,7.618,1004.000,0.447
9:20:14:0:0,67.640,51.790,25.455,24.991,1003.000,0.447
9:20:15:0:0,70.700,49.204,55.835,20.532,1003.000,0.447
9:20:16:0:0,73.040,47.310,83.984,9.941,1002.000,0.447
9:20:17:0:0,74.840,45.432,84.263,9.941,1001.000,0.447
9:20:18:0:0,75.920,44.409,83.055,9.383,1000.000,0.447
9:20:19:0:0,75.740,45.270,29.636,25.734,1000.000,0.671
9:20:20:0:0,74.840,48.212,72.929,8.175,999.000,0.671
9:20:21:0:0,71.600,57.404,22.018,11.613,999.000,0.447
9:20:22:0:0,66.020,77.600,37.533,3.716,1000.000,0.447
9:20:23:0:0,62.780,80.407,0.000,0.000,1000.000,0.224
9:21:0:0:0,60.620,84.553,0.000,0.000,1001.000,0.224
9:21:1:0:0,59.180,88.423,0.000,0.000,1001.000,0.224
9:21:2:0:0,57.740,92.498,0.000,0.000,1001.000,0.224
9:21:3:0:0,56.660,96.167,0.000,0.000,1001.000,0.224
9:21:4:0:0,55.940,98.704,0.000,0.000,1000.000,0.224
9:21:5:0:0,55.220,100.000,0.000,0.000,1000.000,0.224
9:21:6:0:0,54.680,100.000,0.000,0.000,1000.000,0.224
9:21:7:0:0,54.320,100.000,0.000,0.000,1000.000,0.224
9:21:8:0:0,53.780,100.000,0.000,0.000,1000.000,0.224
9:21:9:0:0,53.420,100.000,0.000,0.000,1000.000,0.224
9:21:10:0:0,53.780,100.000,0.000,0.000,1000.000,0.224
9:21:11:0:0,57.200,92.481,25.270,2.694,1000.000,0.224
9:21:12:0:0,63.140,77.356,55.277,6.225,1000.000,0.447
9:21:13:0:0,69.440,64.662,69.120,8.083,1000.000,0.447
9:21:14:0:0,74.660,55.622,75.809,9.383,1000.000,0.447
9:21:15:0:0,77.900,49.945,80.454,9.662,999.000,0.447
9:21:16:0:0,80.060,46.524,81.848,10.126,999.000,0.447
9:21:17:0:0,81.140,44.623,81.755,10.312,998.000,0.447
9:21:18:0:0,81.680,44.131,79.711,10.219,997.000,0.447
9:21:19:0:0,81.320,45.231,75.995,9.755,997.000,0.447
9:21:20:0:0,79.880,48.334,2.787,17.744,997.000,0.447
9:21:21:0:0,76.460,57.321,55.184,7.432,996.000,0.447
9:21:22:0:0,71.600,75.167,29.543,3.902,997.000,0.447
9:21:23:0:0,68.900,77.841,0.000,0.000,997.000,0.224
9:22:0:0:0,66.920,82.800,0.000,0.000,997.000,0.224
9:22:1:0:0,65.120,89.831,0.000,0.000,997.000,0.224
9:22:2:0:0,63.860,95.070,0.000,0.000,997.000,0.224
9:22:3:0:0,62.960,98.742,0.000,0.000,997.000,0.224
9:22:4:0:0,62.240,100.000,0.000,0.000,996.000,0.224
9:22:5:0:0,61.700,100.000,0.000,0.000,996.000,0.224
9:22:6:0:0,61.160,100.000,0.000,0.000,996.000,0.224
9:22:7:0:0,60.800,100.000,0.000,0.000,995.000,0.224
9:22:8:0:0,60.620,100.000,0.000,0.000,995.000,0.224
9:22:9:0:0,60.260,100.000,0.000,0.000,995.000,0.224
9:22:10:0:0,60.260,99.362,0.000,0.000,995.000,0.224
9:22:11:0:0,62.060,92.039,17.187,2.880,995.000,0.447
9:22:12:0:0,66.560,79.663,46.080,7.711,995.000,0.671
9:22:13:0:0,71.780,68.356,62.431,9.848,995.000,0.895
9:22:14:0:0,76.280,58.781,70.885,11.148,994.000,0.895
9:22:15:0:0,79.700,51.843,80.919,9.104,994.000,0.895
9:22:16:0:0,81.860,48.009,82.405,9.476,993.000,1.118
9:22:17:0:0,83.300,46.116,82.405,9.662,993.000,1.118
9:22:18:0:0,83.480,45.557,13.471,32.702,992.000,1.118
9:22:19:0:0,82.580,46.304,0.000,3.066,992.000,0.895
9:22:20:0:0,80.420,50.636,57.879,12.263,992.000,0.895
9:22:21:0:0,77.000,60.009,22.761,11.055,992.000,0.671
9:22:22:0:0,73.040,71.148,6.410,3.995,993.000,0.447
9:22:23:0:0,70.880,71.835,0.000,0.000,993.000,0.447
9:23:0:0:0,68.000,73.883,0.000,0.000,995.000,0.224
9:23:1:0:0,65.660,74.137,0.000,0.000,996.000,0.224
9:23:2:0:0,62.780,76.822,0.000,0.000,996.000,0.224
9:23:3:0:0,60.800,78.177,0.000,0.000,996.000,0.224
9:23:4:0:0,59.540,79.110,0.000,0.000,997.000,0.224
9:23:5:0:0,58.100,77.434,0.000,0.000,998.000,0.447
9:23:6:0:0,55.760,77.752,0.000,0.000,998.000,0.224
9:23:7:0:0,53.420,79.683,0.000,0.000,999.000,0.224
9:23:8:0:0,51.260,82.269,0.000,0.000,1000.000,0.224
9:23:9:0:0,49.280,84.412,0.000,0.000,1000.000,0.224
9:23:10:0:0,48.200,84.926,0.000,0.000,1001.000,0.224
9:23:11:0:0,50.360,76.753,29.357,2.694,1002.000,0.447
9:23:12:0:0,54.500,63.238,61.781,6.039,1002.000,0.447
9:23:13:0:0,58.460,53.308,75.251,7.711,1002.000,0.447
9:23:14:0:0,62.240,45.646,82.405,8.454,1002.000,0.447
9:23:15:0:0,65.480,39.630,87.422,8.454,1002.000,0.224
9:23:16:0:0,67.820,35.790,88.629,8.733,1002.000,0.224
9:23:17:0:0,69.620,32.717,88.815,8.733,1001.000,0.224
9:23:18:0:0,70.340,31.257,87.422,8.361,1001.000,0.224
9:23:19:0:0,70.160,30.791,84.077,7.990,1001.000,0.224
9:23:20:0:0,69.620,31.143,77.481,7.246,1000.000,0.224
9:23:21:0:0,67.280,35.955,65.868,5.853,1001.000,0.224
9:23:22:0:0,62.420,52.076,39.762,3.252,1001.000,0.895
9:23:23:0:0,59.180,56.059,0.000,0.000,1001.000,1.342
9:24:0:0:0,55.580,63.376,0.000,0.000,1002.000,1.342
9:24:1:0:0,54.500,64.564,0.000,0.000,1002.000,1.566
9:24:2:0:0,53.060,66.657,0.000,0.000,1003.000,1.566
9:24:3:0:0,50.900,71.680,0.000,0.000,1003.000,1.342
9:24:4:0:0,48.920,77.156,0.000,0.000,1003.000,0.895
9:24:5:0:0,47.480,80.871,0.000,0.000,1003.000,0.447
9:24:6:0:0,46.760,80.815,0.000,0.000,1003.000,0.224
9:24:7:0:0,46.220,80.212,0.000,0.000,1003.000,0.224
9:24:8:0:0,45.320,81.842,0.000,0.000,1004.000,0.224
9:24:9:0:0,44.600,82.943,0.000,0.000,1004.000,0.224
9:24:10:0:0,44.600,82.365,0.000,0.000,1005.000,0.224
9:24:11:0:0,47.480,74.383,30.379,2.415,1005.000,0.447
9:24:12:0:0,53.780,60.141,63.453,5.295,1006.000,0.447
9:24:13:0:0,59.720,49.563,76.552,6.875,1006.000,0.447
9:24:14:0:0,63.680,41.324,83.241,7.804,1005.000,0.447
9:24:15:0:0,66.200,36.803,87.422,8.083,1005.000,0.224
9:24:16:0:0,68.180,33.183,89.280,8.175,1004.000,0.224
9:24:17:0:0,69.620,30.706,89.744,8.083,1004.000,0.224
9:24:18:0:0,70.340,29.539,88.351,7.711,1003.000,0.224
9:24:19:0:0,70.160,29.511,85.285,7.246,1003.000,0.224
9:24:20:0:0,69.440,30.461,79.711,6.410,1002.000,0.447
9:24:21:0:0,66.380,36.318,68.748,5.203,1002.000,0.671
9:24:22:0:0,59.900,60.958,43.014,2.880,1003.000,1.342
9:24:23:0:0,56.120,64.322,0.000,0.000,1003.000,1.790
9:25:0:0:0,51.980,71.300,0.000,0.000,1003.000,0.447
9:25:1:0:0,50.720,71.661,0.000,0.000,1003.000,0.224
9:25:2:0:0,49.280,75.601,0.000,0.000,1003.000,0.224
9:25:3:0:0,48.200,78.171,0.000,0.000,1003.000,0.224
9:25:4:0:0,47.300,80.857,0.000,0.000,1003.000,0.224
9:25:5:0:0,46.400,83.646,0.000,0.000,1003.000,0.224
9:25:6:0:0,45.680,85.361,0.000,0.000,1003.000,0.224
9:25:7:0:0,44.780,87.108,0.000,0.000,1003.000,0.224
9:25:8:0:0,43.880,88.901,0.000,0.000,1004.000,0.224
9:25:9:0:0,43.340,89.498,0.000,0.000,1004.000,0.224
9:25:10:0:0,43.340,88.875,0.000,0.000,1004.000,0.224
9:25:11:0:0,46.940,78.063,31.773,2.230,1005.000,0.447
9:25:12:0:0,53.600,62.251,63.360,5.203,1005.000,0.447
9:25:13:0:0,60.620,51.097,73.951,7.525,1005.000,0.447
9:25:14:0:0,66.560,42.952,76.180,10.405,1005.000,0.447
9:25:15:0:0,70.520,37.753,80.733,10.684,1004.000,0.671
9:25:16:0:0,72.680,35.575,80.361,11.984,1004.000,0.671
9:25:17:0:0,73.760,35.260,49.239,25.084,1003.000,0.895
9:25:18:0:0,73.940,36.020,68.655,16.165,1003.000,0.895
9:25:19:0:0,73.400,37.694,49.517,18.395,1002.000,0.895
9:25:20:0:0,71.960,40.937,33.910,16.630,1002.000,0.895
9:25:21:0:0,68.540,49.210,13.564,11.055,1001.000,0.671
9:25:22:0:0,63.860,66.579,0.000,3.159,1001.000,0.447
9:25:23:0:0,61.520,72.772,0.000,0.000,1001.000,0.224
9:26:0:0:0,60.260,77.108,0.000,0.000,1002.000,0.224
9:26:1:0:0,59.360,82.286,0.000,0.000,1002.000,0.447
9:26:2:0:0,58.100,87.794,0.000,0.000,1002.000,0.447
9:26:3:0:0,57.380,90.688,0.000,0.000,1002.000,0.447
9:26:4:0:0,57.200,91.278,0.000,0.000,1002.000,0.447
9:26:5:0:0,57.020,91.271,0.000,0.000,1002.000,0.447
9:26:6:0:0,56.480,93.067,0.000,0.000,1002.000,0.224
9:26:7:0:0,56.120,93.670,0.000,0.000,1002.000,0.224
9:26:8:0:0,55.760,94.899,0.000,0.000,1002.000,0.224
9:26:9:0:0,55.220,96.777,0.000,0.000,1002.000,0.224
9:26:10:0:0,54.860,97.410,0.000,0.000,1002.000,0.224
9:26:11:0:0,56.840,90.073,12.635,2.415,1002.000,0.447
9:26:12:0:0,61.520,77.726,41.899,7.897,1002.000,0.447
9:26:13:0:0,67.820,65.314,0.929,14.400,1002.000,0.671
9:26:14:0:0,74.120,55.547,64.568,13.285,1002.000,0.671
9:26:15:0:0,79.160,49.808,37.068,26.756,1002.000,0.895
9:26:16:0:0,82.400,47.175,70.699,15.329,1002.000,0.895
9:26:17:0:0,84.020,45.930,70.885,15.050,1001.000,1.118
9:26:18:0:0,84.380,45.984,68.005,14.957,1000.000,0.895
9:26:19:0:0,83.840,47.995,62.988,14.121,1000.000,0.895
9:26:20:0:0,82.580,51.597,55.277,12.077,1000.000,0.671
9:26:21:0:0,79.160,61.049,42.550,8.733,1001.000,0.447
9:26:22:0:0,74.120,73.530,7.618,3.252,1001.000,0.224
9:26:23:0:0,71.600,74.693,0.000,0.000,1001.000,0.224
9:27:0:0:0,69.080,78.851,0.000,0.000,1002.000,0.224
9:27:1:0:0,67.100,83.340,0.000,0.000,1003.000,0.224
9:27:2:0:0,65.120,88.697,0.000,0.000,1003.000,0.224
9:27:3:0:0,64.040,90.939,0.000,0.000,1003.000,0.224
9:27:4:0:0,63.140,92.664,0.000,0.000,1003.000,0.224
9:27:5:0:0,62.240,93.830,0.000,0.000,1003.000,0.224
9:27:6:0:0,61.340,95.628,0.000,0.000,1003.000,0.224
9:27:7:0:0,60.440,96.848,0.000,0.000,1002.000,0.224
9:27:8:0:0,59.900,97.465,0.000,0.000,1002.000,0.224
9:27:9:0:0,59.540,97.461,0.000,0.000,1003.000,0.224
9:27:10:0:0,59.540,96.836,0.000,0.000,1003.000,0.224
9:27:11:0:0,62.060,88.557,12.077,2.323,1003.000,0.224
9:27:12:0:0,66.740,77.661,40.877,7.990,1004.000,0.447
9:27:13:0:0,72.500,66.287,56.485,11.148,1004.000,0.447
9:27:14:0:0,78.260,57.198,65.125,13.006,1004.000,0.224
9:27:15:0:0,81.680,51.468,39.112,25.920,1003.000,0.224
9:27:16:0:0,83.480,48.555,71.350,14.957,1003.000,0.447
9:27:17:0:0,84.200,47.442,51.654,23.969,1002.000,0.447
9:27:18:0:0,83.660,48.274,42.271,25.084,1001.000,0.447
9:27:19:0:0,82.220,51.873,38.926,21.739,1001.000,0.447
9:27:20:0:0,79.520,61.095,36.046,15.701,1001.000,0.224
9:27:21:0:0,75.920,76.497,20.532,10.219,1001.000,0.224
9:27:22:0:0,72.320,87.383,3.437,3.066,1001.000,0.447
9:27:23:0:0,70.700,83.571,0.000,0.000,1001.000,0.671
9:28:0:0:0,68.360,87.185,0.000,0.000,1002.000,0.671
9:28:1:0:0,66.920,89.340,0.000,0.000,1002.000,0.895
9:28:2:0:0,65.300,92.144,0.000,0.000,1001.000,0.895
9:28:3:0:0,64.040,94.473,0.000,0.000,1001.000,0.671
9:28:4:0:0,63.140,96.270,0.000,0.000,1001.000,0.447
9:28:5:0:0,62.420,96.874,0.000,0.000,1000.000,0.224
9:28:6:0:0,61.700,98.108,0.000,0.000,1000.000,0.224
9:28:7:0:0,61.160,98.104,0.000,0.000,1000.000,0.224
9:28:8:0:0,60.440,98.728,0.000,0.000,1000.000,0.447
9:28:9:0:0,60.260,98.097,0.000,0.000,1000.000,0.447
9:28:10:0:0,60.620,96.850,0.000,0.000,1000.000,0.447
9:28:11:0:0,62.960,91.482,12.263,2.323,1000.000,0.224
9:28:12:0:0,66.020,89.301,16.630,9.197,1001.000,0.224
9:28:13:0:0,69.440,84.547,45.894,12.542,1001.000,0.224
9:28:14:0:0,73.940,72.596,60.944,13.378,1001.000,0.224
9:28:15:0:0,77.000,58.502,15.979,30.565,1000.000,0.447
9:28:16:0:0,77.720,52.564,27.035,32.237,1000.000,0.447
9:28:17:0:0,77.720,52.564,9.941,33.445,999.000,0.447
9:28:18:0:0,77.720,53.587,0.000,3.809,999.000,0.447
9:28:19:0:0,76.640,57.345,1.208,19.324,998.000,0.447
9:28:20:0:0,73.760,65.593,0.000,11.148,998.000,0.447
9:28:21:0:0,70.520,77.974,1.208,9.476,998.000,0.224
9:28:22:0:0,67.460,89.363,0.000,1.951,998.000,0.224
9:28:23:0:0,66.020,91.011,0.000,0.000,998.000,0.447
9:29:0:0:0,64.400,94.481,0.000,0.000,999.000,0.224
9:29:1:0:0,63.500,95.667,0.000,0.000,999.000,0.224
9:29:2:0:0,62.600,96.262,0.000,0.000,999.000,0.224
9:29:3:0:0,61.880,96.867,0.000,0.000,999.000,0.224
9:29:4:0:0,60.980,96.855,0.000,0.000,998.000,0.224
9:29:5:0:0,59.720,97.463,0.000,0.000,998.000,0.224
9:29:6:0:0,58.640,96.199,0.000,0.000,998.000,0.224
9:29:7:0:0,57.380,93.703,0.000,0.000,998.000,0.224
9:29:8:0:0,56.480,91.252,0.000,0.000,998.000,0.224
9:29:9:0:0,55.760,90.029,0.000,0.000,998.000,0.224
9:29:10:0:0,55.220,88.822,0.000,0.000,998.000,0.224
9:29:11:0:0,55.400,85.359,5.017,2.044,998.000,0.447
9:29:12:0:0,57.200,77.875,9.662,9.290,999.000,0.447
9:29:13:0:0,60.800,65.336,30.286,15.422,999.000,0.447
9:29:14:0:0,64.940,52.093,0.372,16.444,999.000,0.447
9:29:15:0:0,68.540,45.068,25.270,29.264,998.000,0.447
9:29:16:0:0,71.060,41.636,79.432,11.892,997.000,0.447
9:29:17:0:0,72.680,39.683,44.129,26.199,996.000,0.447
9:29:18:0:0,73.400,38.733,14.772,31.030,995.000,0.224
9:29:19:0:0,72.680,39.683,30.286,23.412,995.000,0.224
9:29:20:0:0,71.060,43.657,4.831,17.187,995.000,0.224
9:29:21:0:0,67.640,53.912,23.783,9.476,995.000,0.224
9:29:22:0:0,62.960,73.396,0.000,1.765,995.000,0.224
9:29:23:0:0,60.980,75.660,0.000,0.000,995.000,0.224
9:30:0:0:0,59.000,79.592,0.000,0.000,996.000,0.224
9:30:1:0:0,57.920,82.186,0.000,0.000,996.000,0.224
9:30:2:0:0,56.840,84.880,0.000,0.000,996.000,0.447
9:30:3:0:0,55.400,87.079,0.000,0.000,996.000,0.671
9:30:4:0:0,53.420,89.932,0.000,0.000,996.000,0.895
9:30:5:0:0,51.620,91.073,0.000,0.000,995.000,0.895
9:30:6:0:0,50.360,91.642,0.000,0.000,995.000,0.447
9:30:7:0:0,49.460,92.233,0.000,0.000,995.000,0.224
9:30:8:0:0,48.740,92.209,0.000,0.000,995.000,0.224
9:30:9:0:0,48.020,92.185,0.000,0.000,995.000,0.447
9:30:10:0:0,48.020,90.318,0.000,0.000,995.000,0.671
9:30:11:0:0,51.440,79.525,18.859,2.137,995.000,0.447
9:30:12:0:0,57.740,66.755,53.048,6.317,995.000,0.447
9:30:13:0:0,63.320,54.386,68.098,8.454,994.000,0.447
9:30:14:0:0,67.640,44.623,75.437,9.848,994.000,0.447
9:30:15:0:0,70.160,40.376,81.197,9.848,994.000,0.671
9:30:16:0:0,71.780,37.953,82.962,10.312,993.000,0.671
9:30:17:0:0,72.860,36.594,82.591,10.405,993.000,0.671
9:30:18:0:0,73.040,36.622,79.711,10.591,992.000,0.671
9:30:19:0:0,72.860,37.608,64.010,12.728,992.000,0.671
9:30:20:0:0,71.780,40.356,67.912,8.826,992.000,0.447
9:30:21:0:0,69.080,48.633,12.356,10.034,992.000,0.671
9:30:22:0:0,65.480,64.606,20.439,2.880,993.000,0.895
9:30:23:0:0,63.860,60.658,0.000,0.000,993.000,1.118
10:1:0:0:0,67.820,89.378,0.000,0.000,995.000,0.447
10:1:1:0:0,66.740,89.897,0.000,0.000,996.000,0.447
10:1:2:0:0,65.480,89.846,0.000,0.000,996.000,0.447
10:1:3:0:0,64.220,88.656,0.000,0.000,996.000,0.671
10:1:4:0:0,62.780,87.458,0.000,0.000,996.000,0.671
10:1:5:0:0,61.340,87.386,0.000,0.000,996.000,0.671
10:1:6:0:0,59.900,87.312,0.000,0.000,996.000,0.671
10:1:7:0:0,58.460,87.812,0.000,0.000,996.000,0.671
10:1:8:0:0,57.380,88.337,0.000,0.000,996.000,0.671
10:1:9:0:0,56.300,89.459,0.000,0.000,996.000,0.671
10:1:10:0:0,55.580,90.021,0.000,0.000,997.000,0.671
10:1:11:0:0,55.220,90.007,0.000,0.929,997.000,0.671
10:1:12:0:0,55.760,88.260,0.000,0.650,998.000,0.895
10:1:13:0:0,56.840,84.319,0.000,10.870,998.000,0.895
10:1:14:0:0,58.100,80.582,4.181,22.111,998.000,0.895
10:1:15:0:0,59.000,78.027,0.372,16.908,999.000,0.895
10:1:16:0:0,59.360,77.542,1.672,24.433,999.000,0.895
10:1:17:0:0,59.360,78.057,0.650,18.859,999.000,0.895
10:1:18:0:0,59.000,79.067,2.601,25.084,999.000,0.895
10:1:19:0:0,58.280,81.131,7.339,24.248,999.000,0.895
10:1:20:0:0,57.380,84.353,5.946,17.280,999.000,0.895
10:1:21:0:0,56.480,87.713,0.000,5.574,999.000,0.671
10:1:22:0:0,55.580,90.021,0.000,0.650,999.000,0.671
10:1:23:0:0,55.220,90.604,0.000,0.000,1000.000,0.671
10:2:0:0:0,54.680,91.792,0.000,0.000,1000.000,0.895
10:2:1:0:0,54.680,92.402,0.000,0.000,1000.000,0.895
10:2:2:0:0,54.680,93.015,0.000,0.000,1000.000,0.895
10:2:3:0:0,54.860,93.636,0.000,0.000,1000.000,0.895
10:2:4:0:0,54.860,94.256,0.000,0.000,1000.000,0.895
10:2:5:0:0,54.860,94.256,0.000,0.000,999.000,0.895
10:2:6:0:0,54.680,94.876,0.000,0.000,999.000,0.895
10:2:7:0:0,54.140,95.493,0.000,0.000,998.000,0.895
10:2:8:0:0,53.600,94.852,0.000,0.000,998.000,0.895
10:2:9:0:0,52.880,94.836,0.000,0.000,999.000,0.895
10:2:10:0:0,52.340,94.195,0.000,0.000,999.000,0.895
10:2:11:0:0,51.980,92.935,0.000,0.650,999.000,0.895
10:2:12:0:0,51.980,91.699,0.000,1.208,999.000,1.118
10:2:13:0:0,52.340,89.286,0.000,2.973,999.000,1.118
10:2:14:0:0,52.880,86.946,0.000,12.635,999.000,1.118
10:2:15:0:0,53.420,84.671,0.093,15.050,999.000,1.118
10:2:16:0:0,53.600,82.991,0.279,15.886,999.000,1.118
10:2:17:0:0,53.600,82.434,0.650,18.488,999.000,1.118
10:2:18:0:0,53.240,83.527,0.000,11.892,999.000,1.118
10:2:19:0:0,52.520,85.188,0.000,11.984,999.000,1.118
10:2:20:0:0,51.980,87.485,0.000,6.039,999.000,1.118
10:2:21:0:0,51.440,89.246,0.000,3.159,998.000,1.118
10:2:22:0:0,50.720,91.039,0.000,0.650,998.000,1.118
10:2:23:0:0,50.540,91.648,0.000,0.000,998.000,1.118
10:3:0:0:0,50.180,92.256,0.000,0.000,999.000,1.118
10:3:1:0:0,49.820,92.870,0.000,0.000,1000.000,1.118
10:3:2:0:0,49.460,92.859,0.000,0.000,999.000,1.118
10:3:3:0:0,49.100,92.848,0.000,0.000,999.000,1.118
10:3:4:0:0,48.560,92.832,0.000,0.000,999.000,1.118
10:3:5:0:0,48.200,92.191,0.000,0.000,999.000,1.118
10:3:6:0:0,47.660,92.804,0.000,0.000,998.000,0.895
10:3:7:0:0,47.480,92.167,0.000,0.000,998.000,0.895
10:3:8:0:0,47.300,92.161,0.000,0.000,998.000,0.895
10:3:9:0:0,47.120,92.155,0.000,0.000,998.000,0.895
10:3:10:0:0,47.300,92.161,0.000,0.000,998.000,0.895
10:3:11:0:0,47.480,91.540,0.000,0.836,998.000,0.895
10:3:12:0:0,48.560,89.726,0.000,0.650,998.000,0.895
10:3:13:0:0,50.180,87.393,0.000,1.765,999.000,0.895
10:3:14:0:0,52.340,85.177,0.000,8.083,999.000,0.895
10:3:15:0:0,54.680,83.064,0.000,7.432,999.000,0.895
10:3:16:0:0,57.020,82.670,0.000,9.476,998.000,0.895
10:3:17:0:0,59.360,83.375,1.951,24.991,998.000,0.895
10:3:18:0:0,61.160,84.586,0.000,7.432,998.000,0.895
10:3:19:0:0,61.880,87.413,0.372,16.537,998.000,1.118
10:3:20:0:0,61.520,90.845,0.000,4.274,998.000,1.118
10:3:21:0:0,60.260,94.995,1.579,8.826,998.000,1.118
10:3:22:0:0,59.000,96.828,0.000,1.394,999.000,0.895
10:3:23:0:0,58.280,94.953,0.000,0.000,999.000,0.895
10:4:0:0:0,56.660,96.797,0.000,0.000,1000.000,1.118
10:4:1:0:0,55.760,96.784,0.000,0.000,1001.000,1.118
10:4:2:0:0,55.040,96.141,0.000,0.000,1001.000,1.118
10:4:3:0:0,54.500,96.132,0.000,0.000,1002.000,0.895
10:4:4:0:0,54.140,95.493,0.000,0.000,1002.000,0.895
10:4:5:0:0,53.600,96.117,0.000,0.000,1002.000,0.895
10:4:6:0:0,53.060,96.108,0.000,0.000,1002.000,0.895
10:4:7:0:0,52.520,96.099,0.000,0.000,1002.000,0.895
10:4:8:0:0,52.160,95.455,0.000,0.000,1002.000,0.895
10:4:9:0:0,51.980,95.451,0.000,0.000,1002.000,0.895
10:4:10:0:0,51.980,95.451,0.000,0.000,1002.000,0.895
10:4:11:0:0,52.340,93.568,5.667,1.951,1002.000,0.895
10:4:12:0:0,53.240,91.742,37.254,7.711,1003.000,0.895
10:4:13:0:0,54.680,89.389,0.000,4.645,1003.000,0.895
10:4:14:0:0,56.480,85.990,0.000,9.848,1003.000,0.895
10:4:15:0:0,57.920,83.280,0.000,7.990,1003.000,1.118
10:4:16:0:0,59.360,80.677,0.279,16.165,1003.000,1.118
10:4:17:0:0,60.440,78.663,0.186,15.329,1002.000,1.118
10:4:18:0:0,60.980,78.707,0.000,4.831,1002.000,1.118
10:4:19:0:0,60.620,80.244,0.000,7.990,1001.000,1.118
10:4:20:0:0,59.540,83.387,0.000,5.110,1001.000,0.895
10:4:21:0:0,57.740,87.776,0.000,3.252,1002.000,0.895
10:4:22:0:0,56.120,91.238,6.317,2.508,1002.000,0.895
10:4:23:0:0,55.400,91.212,0.000,0.000,1002.000,0.671
10:5:0:0:0,54.320,93.004,0.000,0.000,1003.000,0.671
10:5:1:0:0,53.780,92.988,0.000,0.000,1003.000,0.671
10:5:2:0:0,53.060,93.588,0.000,0.000,1003.000,0.671
10:5:3:0:0,52.160,94.190,0.000,0.000,1003.000,0.671
10:5:4:0:0,51.260,94.168,0.000,0.000,1003.000,0.671
10:5:5:0:0,50.360,94.145,0.000,0.000,1003.000,0.671
10:5:6:0:0,49.820,93.499,0.000,0.000,1002.000,0.447
10:5:7:0:0,49.280,92.854,0.000,0.000,1002.000,0.447
10:5:8:0:0,48.920,91.591,0.000,0.000,1002.000,0.447
10:5:9:0:0,48.560,91.578,0.000,0.000,1002.000,0.447
10:5:10:0:0,48.380,91.572,0.000,0.000,1002.000,0.447
10:5:11:0:0,49.460,87.355,13.657,1.858,1003.000,0.447
10:5:12:0:0,52.340,80.687,5.667,8.454,1003.000,0.671
10:5:13:0:0,56.120,71.252,22.390,15.701,1003.000,0.895
10:5:14:0:0,59.540,63.444,78.968,7.432,1003.000,0.895
10:5:15:0:0,62.420,56.516,83.799,7.525,1002.000,0.895
10:5:16:0:0,64.400,52.013,86.121,7.618,1002.000,0.895
